target_site,model,pair,split_index,refit_index,split_seed,seed_a,seed_b,n_train_pool,n_id,n_target,n_explanation,source_explanation_positive,target_explanation_positive,target_prevalence,id_auroc,target_auroc,delta_auroc,null_abs_delta_auroc,id_average_precision,target_average_precision,id_log_loss,target_log_loss,id_brier,target_brier,mean_abs_probability_refit_change,shift_energy_u2,same_model_sample_null_energy_u2,refit_sample_null_energy_u2,calibrated_excess_u2,paired_refit_l2,class_macro_shift_u2,class_macro_sample_null_u2,class_macro_refit_null_u2,class_macro_excess_u2,class_weighted_shift_u2,class_weighted_refit_null_u2,class_weighted_excess_u2,class0_shift_u2,class1_shift_u2,class0_refit_null_u2,class1_refit_null_u2,class0_n,class1_n,class_weighting_prevalence,class_weighting_scheme,reverse_shift_energy_u2,reverse_refit_sample_null_energy_u2,reverse_calibrated_excess_u2,symmetrized_calibrated_excess_u2,symmetry_gap_u2,shift_js,null_js,paired_excess_js,shift_rank_tau,null_rank_tau,shift_top5_jaccard,null_top5_jaccard,shift_sign_consistency,null_sign_consistency,source_mean_attribution_l1,target_mean_attribution_l1,delta_mean_attribution_l1,feature_domain_auc,explanation_domain_auc,shap_permutation_tau_id,shap_permutation_tau_target,max_additivity_error,silent_explanation_shift
Hungary,logistic,1,0,1,21260729,30260840,30260841,438,188,294,66,43,24,0.3605442176870748,0.8688524590163934,0.8311922922521077,-0.0376601667642857,0.0122950819672131,0.9032745058587816,0.7816752382170106,0.4333334588634366,0.4753133712622842,0.1340871008754905,0.1479117564532862,0.0875048323065337,0.0895791440061148,-0.002899079665684,0.0009065490007253,0.0886725950053894,0.1449502265880723,0.1012170802972444,0.004413174361626,0.0062139027979531,0.0950031774992912,0.0824627009298193,0.0080302124171299,0.0744324885126893,0.0339757689067202,0.1684583916877686,0.0127260372862211,-0.0002982316903147,33,61,0.3605442176870748,target_prevalence,0.0631890375587818,0.0134048436530542,0.0497841939057275,0.0692283944555585,0.0388884010996619,0.0651760389871396,0.2072853157727184,-0.1421092767855787,0.846153846153846,0.6923076923076922,0.6666666666666666,0.6666666666666666,0.6476999556135359,0.6922174433459284,4.112763569722914,3.63816556437843,-0.4745980053444842,,,,,1.7763568394002505e-15,False
Hungary,lightgbm,1,0,1,21260729,31260840,31260841,438,188,294,66,43,24,0.3605442176870748,0.8351962245404869,0.8565837013247691,0.0213874767842822,0.0069547938400396,0.8649355842159828,0.7803161345827943,0.5233827395615107,0.479547945637367,0.1573862493933963,0.1482346785912674,0.0942764569809813,0.0547503694882186,0.0082009018149022,0.0123752066524395,0.0423751628357791,0.1823130744758729,0.0481050705578947,0.0050974419916922,0.0122101876089762,0.0358948829489185,0.0444467761809417,0.0105713479804595,0.0338754282004822,0.0349887468161365,0.0612213942996529,0.0063343479652702,0.0180860272526822,33,61,0.3605442176870748,target_prevalence,0.0600651378747315,0.0119281860887127,0.0481369517860187,0.0452560573108989,-0.0057617889502396,0.0884686231722732,0.1566691997000757,-0.0682005765278024,0.8205128205128204,0.6666666666666665,0.6666666666666666,1.0,0.7273333411850421,0.7343712359687492,5.200864868724776,5.370710720705348,0.1698458519805719,,,,,8.881784197001252e-15,False
Switzerland,logistic,1,0,1,22260729,40260840,40260841,557,240,123,83,41,78,0.934959349593496,0.8874227376901174,0.7478260869565218,-0.1395966507335956,0.0086117091464685,0.872869108621421,0.9753564844472492,0.430911574178913,0.3346635668315872,0.1342681969361263,0.1046155011631104,0.0643377113507174,0.1190577387629239,0.0405054367551442,0.0555771856417451,0.0634805531211787,0.1696240728496553,0.0896223303566979,-0.013234323820699,-0.0080376848325792,0.0976600151892771,0.0995516749629869,0.0058516736885691,0.0937000012744177,0.0782082239401226,0.1010364367732731,-0.0240039567774508,0.0079285871122923,8,59,0.934959349593496,target_prevalence,0.0515051572267822,0.0543431034688389,-0.0028379462420566,0.030321303439561,0.0663184993632354,0.19759619550034,0.2184825286799746,-0.0208863331796346,0.6153846153846153,0.564102564102564,0.6666666666666666,0.4285714285714285,0.377551766923301,0.6862715488023536,4.223714771330778,4.890327559370269,0.6666127880394912,,,,,1.7763568394002505e-15,False
Switzerland,lightgbm,1,0,1,22260729,41260840,41260841,557,240,123,83,41,78,0.934959349593496,0.881866796305299,0.7217391304347827,-0.1601276658705163,0.0142370997985971,0.8695550636753504,0.9536850306783226,0.4442916594391563,0.3842831161993066,0.1420267769553831,0.1148512820425067,0.1371742688257411,0.123421705243137,0.0189931208831137,0.0247208208056396,0.0987008844374974,0.2143624983041713,0.079483900925685,-0.0016088639367461,-0.0095794955929385,0.0890633965186235,0.0827436782132881,0.0044243583659886,0.0783193198472994,0.0757366803053561,0.0832311215460138,-0.0256773837887146,0.0065183926028375,8,59,0.934959349593496,target_prevalence,0.0783148504758978,0.0344077457786341,0.0439071046972637,0.0713039945673805,0.0547937797402336,0.1342695530522755,0.1388091238235147,-0.0045395707712392,0.8205128205128204,0.6666666666666665,0.6666666666666666,0.4285714285714285,0.3045684572999177,0.4367052829403161,4.557622783007835,4.099562367217505,-0.4580604157903298,,,,,7.105427357601002e-15,False
VA Long Beach,logistic,1,0,1,23260729,50260840,50260841,504,216,200,87,44,65,0.745,0.8734459401526194,0.6765363863666273,-0.1969095537859921,0.0092600531595644,0.8886293018989705,0.8300040515533367,0.489699513377239,0.7797133746661422,0.1429056989927021,0.2423312369733571,0.0723071075913086,0.0311100680663767,-0.0043815778629736,-8.175905511598192e-05,0.0311918271214927,0.1671032156188661,0.0547753801321567,-0.0019068933318914,0.0085296170638156,0.0462457630683411,0.0394396658567261,0.006880549269359,0.032559116587367,0.0860727562044642,0.0234780040598492,0.0118950615422984,0.0051641725853328,51,54,0.745,target_prevalence,0.0269363892580607,0.0034362745384495,0.0235001147196112,0.0273459709205519,0.0076917124018815,0.1189702816668794,0.228069018580736,-0.1090987369138566,0.6923076923076922,0.5384615384615383,0.4285714285714285,0.4285714285714285,0.902933977171385,0.8058570548414625,6.277883336867983,6.381565793621572,0.1036824567535887,,,,,2.664535259100376e-15,False
VA Long Beach,lightgbm,1,0,1,23260729,51260840,51260841,504,216,200,87,44,65,0.745,0.9065420560747663,0.6914725621792341,-0.2150694938955322,0.0048872502786589,0.8958041122751944,0.8566189520220735,0.4004660032235268,0.7535988042090466,0.121163444953238,0.2389448885650711,0.1201644579409177,0.0392931280908478,0.0180721234209527,0.0207539759324035,0.0185391521584442,0.2297767175403556,0.0452909120495411,-0.003408828535434,0.0142905593849771,0.031000352664564,0.0260957383783078,0.018676118393602,0.0074196199847057,0.0844647358683847,0.0061170882306975,0.0053404389592119,0.0232406798107422,51,54,0.745,target_prevalence,0.0376930919812379,0.0290200161972834,0.0086730757839544,0.0136061139711993,0.0098660763744897,0.1169680589841376,0.1471627964513917,-0.030194737467254,0.7948717948717947,0.6410256410256409,0.6666666666666666,0.4285714285714285,0.3854289463004939,0.5579123031955056,5.083771021962111,5.163753408030915,0.0799823860688038,,,,,1.2878587085651816e-14,False
Cleveland,logistic,2,0,2,20260729,20260940,20260941,431,186,303,79,48,36,0.4587458745874587,0.8647442084942085,0.8472539041937182,-0.0174903043004903,0.006515444015444,0.8731562691330174,0.8471765189448757,0.4605722092583763,0.5141557423844627,0.1418906995532532,0.1696230250712199,0.0701084282301336,0.0458920550933349,0.0081870413804923,0.0176216417716984,0.0282704133216365,0.2118718328797337,0.067539259711061,-0.0074002748042146,0.0153138556103358,0.0522254041007252,0.067085554550618,0.0159133127358231,0.0511722418147948,0.0620403531664918,0.0730381662556303,0.022579275971242,0.0080484352494296,37,56,0.4587458745874587,target_prevalence,0.0595629974169661,0.0170904115778116,0.0424725858391545,0.0353714995803955,-0.0142021725175179,0.2017927317716124,0.1999915073205224,0.00180122445109,0.5897435897435896,0.564102564102564,0.6666666666666666,0.6666666666666666,0.6786671191501451,0.6230727286002709,3.876759088452654,4.843234858658699,0.9664757702060448,,,,,1.7763568394002505e-15,False
Cleveland,lightgbm,2,0,2,20260729,21260940,21260941,431,186,303,79,48,36,0.4587458745874587,0.8477316602316602,0.8095279873662046,-0.0382036728654556,0.013030888030888,0.8639370958753976,0.7881597454777056,0.5034290955309693,0.5782605794476925,0.1566322892115683,0.1866442208396381,0.1332530932497461,0.0620689119529189,-0.0055125916306774,0.0192789024263605,0.0427900095265584,0.2731132928013358,0.0906286154809577,0.0010175063787742,0.0479088187069068,0.0427197967740508,0.0874637767582497,0.0495264807045059,0.0379372960537437,0.052270770161737,0.1289864608001785,0.0675148821178081,0.0283027552960056,37,56,0.4587458745874587,target_prevalence,0.040652793739854,0.0058172479016589,0.0348355458381951,0.0388127776823767,0.0079544636883632,0.12490617687903,0.2228974186287529,-0.0979912417497229,0.7948717948717947,0.8205128205128204,0.6666666666666666,0.6666666666666666,0.6312746470590938,0.4439027848079434,4.330162802129538,4.399367713301544,0.0692049111720054,,,,,7.993605777301127e-15,False
Hungary,logistic,2,0,2,21260729,30260940,30260941,438,188,294,66,43,24,0.3605442176870748,0.839170392449081,0.8620533922119631,0.0228829997628821,0.0182563338301042,0.885155705564765,0.8101393445488472,0.4623282364433219,0.4539563616042126,0.1451186665060461,0.1439450507082255,0.0855257197197853,0.0875737469305991,0.0264377254293858,0.0341707807092068,0.0534029662213922,0.1895737459488204,0.0775497872474045,-0.0048663725749734,0.0070520658346069,0.0704977214127975,0.0741045912568513,0.0073688683414963,0.066735722915355,0.0651974991837138,0.0899020753110951,0.0081879187251613,0.0059162129440525,33,61,0.3605442176870748,target_prevalence,0.0932266063247975,0.0257380107562253,0.0674885955685722,0.0604457808949822,-0.0140856293471799,0.101843671917031,0.2398125784007705,-0.1379689064837395,0.7948717948717947,0.3846153846153845,1.0,0.4285714285714285,0.3709233712115967,0.1538552500979687,3.940811375635895,3.654685627782846,-0.286125747853049,,,,,1.7763568394002505e-15,False
Hungary,lightgbm,2,0,2,21260729,31260940,31260941,438,188,294,66,43,24,0.3605442176870748,0.8245156482861401,0.8487555198715375,0.0242398715853974,0.0221063089915548,0.8624449692115614,0.7581484398432352,0.5791247260823588,0.517248550020087,0.1656299641071766,0.1613185966971911,0.1301368652043942,0.0456371944023364,0.0064551356939858,0.0300853458873052,0.0155518485150312,0.2236070985559564,0.0274508930695327,-0.0058162398490246,0.0145216924491092,0.0129292006204234,0.0258858411436814,0.0143624918497163,0.0115233492939651,0.0218396093353831,0.0330621768036822,0.0139509000561638,0.0150924848420547,33,61,0.3605442176870748,target_prevalence,0.0583638937119564,0.0093455988419326,0.0490182948700238,0.0322850716925275,-0.0334664463549926,0.0713510315682981,0.2130073346111707,-0.1416563030428725,0.8974358974358972,0.5128205128205127,1.0,0.6666666666666666,0.5427703559126204,0.4929956227942859,5.634912740256989,5.908221861019055,0.2733091207620663,,,,,1.2878587085651816e-14,False
Switzerland,logistic,2,0,2,22260729,40260940,40260941,557,240,123,83,41,78,0.934959349593496,0.8844364191957775,0.7771739130434783,-0.1072625061522992,0.0070838252656433,0.8660713188401936,0.978575184235982,0.4411706357604272,0.75127921414715,0.1426176733249329,0.2576205562958356,0.0736326434913198,0.034785023986438,0.040796002485847,0.0545568461013327,-0.0197718221148947,0.1996242083794229,0.0596687692053132,0.0571560358774902,0.076013370809971,-0.0163446016046577,0.022022364323233,0.0353048549403579,-0.0132824906171248,0.1029445430417232,0.0163929953689032,0.1228091413890589,0.029217600230883,8,59,0.934959349593496,target_prevalence,0.0451751590486276,0.0505412263711785,-0.0053660673225508,-0.0125689447187228,-0.0144057547923439,0.0989760690111902,0.2187425519347851,-0.1197664829235948,0.8717948717948716,0.7179487179487178,1.0,0.6666666666666666,0.4809308397891572,0.3314606210423851,4.281458879740158,4.257755824981822,-0.0237030547583358,,,,,1.7763568394002505e-15,False
Switzerland,lightgbm,2,0,2,22260729,41260940,41260941,557,240,123,83,41,78,0.934959349593496,0.8762414056531704,0.782608695652174,-0.0936327100009964,0.0022918258212375,0.8581767082846541,0.975815556593066,0.4620202736282156,0.8089741898674587,0.1459412646882478,0.2810150365850573,0.1328346316242631,0.0588112500519866,0.076025673323044,0.0673797006719125,-0.0085684506199259,0.2512201248215939,0.0113460014411377,0.0026459305580529,0.0421495200603352,-0.0308035186191975,0.0240927404799524,0.0104720326927688,0.0136207077871835,-0.0033067920333876,0.025998794915663,0.0785638279688461,0.0057352121518243,8,59,0.934959349593496,target_prevalence,0.2224135564065518,0.0890450589206622,0.1333684974858895,0.0624000234329818,-0.1419369481058155,0.1255284755165512,0.212967165764444,-0.0874386902478928,0.6923076923076922,0.6153846153846153,0.6666666666666666,0.6666666666666666,0.4395920536179622,0.208028879641084,4.482452132509824,4.120547565247359,-0.3619045672624645,,,,,9.325873406851317e-15,False
VA Long Beach,logistic,2,0,2,23260729,50260940,50260941,504,216,200,87,44,65,0.745,0.8716453742604818,0.7423345176996974,-0.1293108565607844,0.0122609963131271,0.8783124420088045,0.859528368206308,0.4562273382876196,0.5805774992902207,0.1474591812989898,0.1888233192547898,0.0987242204502258,0.0837548962560758,0.0081072365466363,0.0218535182127104,0.0619013780433654,0.2568024029832352,0.0315492294708107,0.0124051872829028,0.0320708780601063,-0.0005216485892955,0.0234759503717755,0.0275073895553828,-0.0040314391836072,0.0480253092647602,0.0150731496768613,0.041384119906481,0.0227576362137317,51,54,0.745,target_prevalence,0.0834301324091071,0.0193461054928049,0.0640840269163022,0.0629927024798338,-0.0021826488729368,0.0997983373955998,0.3004214803863078,-0.200623142990708,0.8717948717948716,0.3333333333333332,1.0,0.25,0.3186566119200408,0.3810681966365702,3.846579460583305,3.739678214260066,-0.1069012463232379,,,,,1.7763568394002505e-15,False
VA Long Beach,lightgbm,2,0,2,23260729,51260940,51260941,504,216,200,87,44,65,0.745,0.8883649146874733,0.6532438478747203,-0.2351210668127529,0.0044585441138643,0.9013359999932836,0.8114671960500282,0.4707265079763373,0.8143370561416945,0.1446308058813916,0.2426000515585342,0.0941825810529902,0.0339384786439023,0.0122727066000553,0.0112716306611256,0.0226668479827766,0.1826050377732607,0.0327484350279709,0.0009972553878171,0.0077090168898233,0.0250394181381476,0.0198356331183257,0.004901868266113,0.0149337648522127,0.0591010919864306,0.0063957780695113,0.0134378916320893,0.0019801421475573,51,54,0.745,target_prevalence,0.0282664681182067,0.0258072374208975,0.0024592306973092,0.0125630393400429,0.0202076172854673,0.1129148149136298,0.1885291690158759,-0.0756143541022461,0.8717948717948716,0.6153846153846153,0.6666666666666666,0.6666666666666666,0.4402946965002677,0.3762659185453931,5.930670841345561,5.858399208703591,-0.0722716326419705,,,,,8.881784197001252e-15,False
Cleveland,logistic,3,0,3,20260729,20261040,20261041,431,186,303,79,48,36,0.4587458745874587,0.8727075289575289,0.8286541498508511,-0.0440533791066778,0.0027750965250964,0.8808850774554404,0.808590606658245,0.4336932176943169,0.5515776613677325,0.1313253840953273,0.1820851443549598,0.0678790115752758,0.0807904818383907,0.0122103518325935,0.0143831462677636,0.0664073355706271,0.2033616584630348,0.0617046844262142,-0.0034232737172554,0.0200836655792544,0.0416210188469597,0.0620665644050445,0.0206568028087778,0.0414097615962666,0.0660906697696377,0.0573186990827906,0.0270300888010786,0.0131372423574301,37,56,0.4587458745874587,target_prevalence,0.0659938810784794,0.0302205785244293,0.03577330255405,0.0510903190623386,0.030634033016577,0.2329773316136438,0.2189313645332006,0.0140459670804432,0.5897435897435896,0.6153846153846153,0.6666666666666666,0.6666666666666666,0.4054994881566455,0.5903820548471106,3.4404355170509358,4.099794523233821,0.6593590061828856,,,,,1.7763568394002505e-15,False
Cleveland,lightgbm,3,0,3,20260729,21261040,21261041,431,186,303,79,48,36,0.4587458745874587,0.8537644787644787,0.7979031409019126,-0.055861337862566,0.0111003861003861,0.876111844609198,0.7764913556060656,0.4917959527421647,0.6938978764290321,0.148111233002999,0.2238106308910384,0.1146865918442868,0.0530221598471976,0.0080775771468137,0.0253160699237181,0.0277060899234794,0.2906052422993505,0.0691584738007367,-0.0036823806620427,0.0302070216661277,0.0389514521346089,0.0681305094683523,0.0309624409417751,0.0371680685265771,0.0566995460922383,0.081617401509235,0.0393627032869752,0.0210513400452801,37,56,0.4587458745874587,target_prevalence,0.0541556054592641,0.0185818240478375,0.0355737814114265,0.0316399356674529,-0.007867691487947,0.15068631177653,0.1897249969213656,-0.0390386851448355,0.7435897435897434,0.769230769230769,0.6666666666666666,0.6666666666666666,0.4671519355403883,0.3942194449035596,4.696452218399989,4.797926129566431,0.1014739111664422,,,,,1.021405182655144e-14,False
