refit_pair,split_index,refit_index,split_seed,model,target_definition,target_column,unconditional_explanation_construction,n_train,n_source_id,n_target,n_explanation,id_prevalence,target_prevalence,id_weighted_prevalence,target_weighted_prevalence,id_auroc,target_auroc,delta_auroc,id_average_precision,target_average_precision,id_log_loss,target_log_loss,delta_log_loss,id_brier,target_brier,delta_brier,weighted_id_auroc,weighted_target_auroc,weighted_delta_auroc,weighted_id_log_loss,weighted_target_log_loss,weighted_delta_log_loss,null_abs_delta_auroc,shift_energy_u2,same_model_sample_null_energy_u2,refit_sample_null_energy_u2,calibrated_excess_u2,paired_refit_l2,class_macro_shift_u2,class_macro_sample_null_u2,class_macro_refit_null_u2,class_macro_excess_u2,class_weighted_shift_u2,class_weighted_refit_null_u2,class_weighted_excess_u2,class0_shift_u2,class1_shift_u2,class0_refit_null_u2,class1_refit_null_u2,class0_n,class1_n,class_weighting_prevalence,class_weighting_scheme,reverse_shift_energy_u2,reverse_refit_sample_null_energy_u2,reverse_calibrated_excess_u2,symmetrized_calibrated_excess_u2,symmetry_gap_u2,shift_js,null_js,paired_excess_js,shift_rank_tau,null_rank_tau,shift_top5_jaccard,null_top5_jaccard,shift_sign_consistency,null_sign_consistency,source_mean_attribution_l1,target_mean_attribution_l1,delta_mean_attribution_l1,max_additivity_error,silent_explanation_shift
2,0,2,2026073008,lightgbm,nominal_50k,TARGET_NOMINAL_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.5217666666666667,0.3804987201327973,0.5072176323605221,0.8825185683004346,0.881701247098106,-0.0008173212023285,0.8296415858561509,0.8823458939966318,0.419795667147182,0.4726034181590526,0.0528077510118705,0.1365092719621076,0.1555110642048785,0.0190017922427709,0.881275461185447,0.8765277923205975,-0.0047476688648494,0.4171335077668877,0.4824442647069287,0.0653107569400409,0.000518554281137,-6.397745037589608e-05,0.0016501860765836,0.0018879058413137,-0.0019518832916896,0.0644402426774344,0.0045226677055241,0.0014095051419006,0.0014557823912116,0.0030668853143125,0.004314207828,0.0015130391030795,0.0028011687249204,0.0089698117593727,7.552365167562414e-05,0.0002343058713629,0.0026772589110602,122,102,0.5234375,target_prevalence,0.0002329575365892,0.0012724884847127,-0.0010395309481234,-0.0014957071199065,-0.0009123523435661,0.0339556982721197,0.0350277711934394,-0.0010720729213196,0.911111111111111,0.9555555555555554,0.6666666666666666,0.6666666666666666,0.5209644889849607,0.8243130854655826,3.0443089866253583,3.099487614264405,0.0551786276390471,1.4097611966690238e-11,False
2,0,2,2026073008,lightgbm,real_2018_50k,TARGET_REAL_2018_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.4066333333333333,0.3804987201327973,0.3905306323339829,0.8825185683004346,0.8814481603018322,-0.0010704079986024,0.8296415858561509,0.8297936899837932,0.419795667147182,0.4229730973367108,0.0031774301895287,0.1365092719621076,0.1375247729725065,0.0010155010103988,0.881275461185447,0.8784528589705303,-0.0028226022149167,0.4171335077668877,0.4240548886567648,0.006921380889877,0.000518554281137,-6.397745037589608e-05,0.0016501860765836,0.0018879058413137,-0.0019518832916896,0.0644402426774344,-0.0002094126709977,-0.0011149590339646,-0.0008661953008317,0.000656782629834,-0.00055091064746,-0.0006165982933595,6.568764589954569e-05,-0.0020307352121301,0.0016119098701347,0.0004649887390199,-0.0021973793406834,152,102,0.40625,target_prevalence,0.0002329575365892,0.0012724884847127,-0.0010395309481234,-0.0014957071199065,-0.0009123523435661,0.0339556982721197,0.0350277711934394,-0.0010720729213196,0.911111111111111,0.9555555555555554,0.6666666666666666,0.6666666666666666,0.5209644889849607,0.8243130854655826,3.0443089866253583,3.099487614264405,0.0551786276390471,1.4097611966690238e-11,False
3,0,3,2026073008,logistic,nominal_50k,TARGET_NOMINAL_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.5217666666666667,0.3804987201327973,0.5072176323605221,0.8801643587637158,0.877665303931485,-0.0024990548322307,0.8199832117490432,0.874609070506981,0.4243432608907032,0.4837737333670703,0.059430472476367,0.1374236761464771,0.1583365782527529,0.0209129021062757,0.8794315505582118,0.8737730091395125,-0.0056585414186992,0.4213136092363924,0.4928906040974716,0.0715769948610791,7.810156264420609e-05,0.0008985596209288,0.0084119740848144,0.0075908702223251,-0.0066923106013963,0.0616882595123816,-0.0010349053134045,0.0003272262989659,-0.000258722132728,-0.0007761831806764,-0.0011137933869496,-0.0002625718537236,-0.000851221533226,0.0006480402555584,-0.0027178508823675,-0.0001765947514903,-0.0003408495139658,122,102,0.5234375,target_prevalence,0.0013770024086738,0.008076482888673,-0.0066994804799991,-0.0066958955406977,7.169878602830693e-06,0.0194574710599277,0.0342652864648277,-0.0148078154048999,0.911111111111111,0.9555555555555554,0.6666666666666666,0.6666666666666666,0.4344545616985579,0.297672853372433,3.5273699030308183,3.615885368508324,0.0885154654775055,2.220446049250313e-15,False
3,0,3,2026073008,logistic,real_2018_50k,TARGET_REAL_2018_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.4066333333333333,0.3804987201327973,0.3905306323339829,0.8801643587637158,0.8787470389904465,-0.0014173197732693,0.8199832117490432,0.8183682753012946,0.4243432608907032,0.4286004092136991,0.0042571483229958,0.1374236761464771,0.1387298063371898,0.0013061301907126,0.8794315505582118,0.8758796655978449,-0.0035518849603668,0.4213136092363924,0.429893669385716,0.0085800601493236,7.810156264420609e-05,0.0008985596209288,0.0084119740848144,0.0075908702223251,-0.0066923106013963,0.0616882595123816,0.0008281273951065,-0.0011715648661902,-0.0016221909090586,0.0024503183041652,0.001281762414497,-0.0018173907166676,0.0030991531311647,0.0032475141651893,-0.0015912593749761,-0.00266325654964,-0.0005811252684773,152,102,0.40625,target_prevalence,0.0013770024086738,0.008076482888673,-0.0066994804799991,-0.0066958955406977,7.169878602830693e-06,0.0194574710599277,0.0342652864648277,-0.0148078154048999,0.911111111111111,0.9555555555555554,0.6666666666666666,0.6666666666666666,0.4344545616985579,0.297672853372433,3.5273699030308183,3.615885368508324,0.0885154654775055,2.220446049250313e-15,False
3,0,3,2026073008,lightgbm,nominal_50k,TARGET_NOMINAL_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.5217666666666667,0.3804987201327973,0.5072176323605221,0.8828726967770932,0.88205228458942,-0.0008204121876732,0.8297827445394939,0.8835853173066981,0.4191511352667575,0.4733853800900855,0.054234244823328,0.1362429837512738,0.1557589514601765,0.0195159677089026,0.8815689602736667,0.8774159266090769,-0.0041530336645898,0.4165954201829787,0.4831523634057035,0.0665569432227248,0.0003115589812682,0.0054145533377294,0.0006201751036204,0.0006714968016691,0.0047430565360603,0.0594962216938126,0.011738941706722,0.0013147475095142,0.0012598546688885,0.0104790870378335,0.0114117136677508,0.0011921110982914,0.0102196025694594,0.018719806538106,0.004758076875338,0.0027050508416249,-0.0001853415038479,122,102,0.5234375,target_prevalence,0.0049013748104305,0.0008657575580716,0.0040356172523589,0.0043893368942096,0.0007074392837014,0.0182224465966295,0.0446547619160635,-0.0264323153194339,1.0,0.9555555555555554,1.0,1.0,0.3511266939494719,0.6969889561908927,3.0981792598016336,3.1839757670809483,0.0857965072793147,1.850608555287181e-11,False
3,0,3,2026073008,lightgbm,real_2018_50k,TARGET_REAL_2018_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.4066333333333333,0.3804987201327973,0.3905306323339829,0.8828726967770932,0.8809121309810537,-0.0019605657960395,0.8297827445394939,0.82999634133568,0.4191511352667575,0.4235632598982466,0.0044121246314891,0.1362429837512738,0.1377724094520839,0.0015294257008101,0.8815689602736667,0.8779098026678518,-0.0036591576058149,0.4165954201829787,0.4246453664646695,0.0080499462816908,0.0003115589812682,0.0054145533377294,0.0006201751036204,0.0006714968016691,0.0047430565360603,0.0594962216938126,-3.708071766456156e-05,-0.0021198735478508,-0.0018566505276155,0.0018195698099509,0.0003274840725532,-0.0017897645346475,0.0021172486072008,0.0019072648301636,-0.0019814262654928,-0.0014999252317864,-0.0022133758234446,152,102,0.40625,target_prevalence,0.0049013748104305,0.0008657575580716,0.0040356172523589,0.0043893368942096,0.0007074392837014,0.0182224465966295,0.0446547619160635,-0.0264323153194339,1.0,0.9555555555555554,1.0,1.0,0.3511266939494719,0.6969889561908927,3.0981792598016336,3.1839757670809483,0.0857965072793147,2.3249402403280328e-11,False
4,1,0,2026083008,logistic,nominal_50k,TARGET_NOMINAL_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.5217666666666667,0.3777579073135687,0.5072176323605221,0.87850066908348,0.8778995222550456,-0.0006011468284343,0.8165512599575541,0.8747705323859973,0.4277927253521698,0.4811038988020302,0.0533111734498604,0.1382915485323466,0.1570263680443309,0.0187348195119843,0.8793311623513651,0.8738130464121929,-0.0055181159391721,0.4214502086199607,0.4907583125475789,0.0693081039276182,0.0002101876069074,0.001770172493634,-0.0004084812148651,-0.000540253521082,0.002310426014716,0.0730798534401156,0.003267189262128,-0.0006200335679005,-0.0005242845295791,0.0037914737917071,0.0033130606812804,-0.0005386655321319,0.0038517262134124,0.0022885989868758,0.0042457795373802,-0.0002174898084522,-0.000831079250706,122,102,0.5234375,target_prevalence,0.0019387901182276,-0.0002584610473032,0.0021972511655308,0.0022538385901234,0.0001131748491852,0.0271507767746727,0.0224989421345432,0.0046518346401295,1.0,0.9555555555555554,1.0,1.0,0.6997743945007185,0.879124296145811,3.6269544748594855,3.678605695592769,0.0516512207332837,3.552713678800501e-15,False
4,1,0,2026083008,logistic,real_2018_50k,TARGET_REAL_2018_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.4066333333333333,0.3777579073135687,0.3905306323339829,0.87850066908348,0.8789093094770786,0.0004086403935985,0.8165512599575541,0.8182850885489996,0.4277927253521698,0.4288226652523694,0.0010299399001996,0.1382915485323466,0.1386830678577224,0.0003915193253758,0.8793311623513651,0.8759241892236753,-0.0034069731276897,0.4214502086199607,0.4302037384616469,0.0087535298416862,0.0002101876069074,0.001770172493634,-0.0004084812148651,-0.000540253521082,0.002310426014716,0.0730798534401156,0.0051754010544314,-9.59940604430276e-05,7.974733565785375e-06,0.0051674263208656,0.0041329598661536,6.544886293051791e-05,0.0040675110032231,-0.0003842852830502,0.0107350873919132,0.000314503423511,-0.0002985539563794,152,102,0.40625,target_prevalence,0.0019387901182276,-0.0002584610473032,0.0021972511655308,0.0022538385901234,0.0001131748491852,0.0271507767746727,0.0224989421345432,0.0046518346401295,1.0,0.9555555555555554,1.0,1.0,0.6997743945007185,0.879124296145811,3.6269544748594855,3.678605695592769,0.0516512207332837,3.552713678800501e-15,False
4,1,0,2026083008,lightgbm,nominal_50k,TARGET_NOMINAL_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.5217666666666667,0.3777579073135687,0.5072176323605221,0.8828953647035087,0.8830148187370793,0.0001194540335706,0.8278274401272461,0.8834980895323564,0.4196867631502892,0.4703906738524814,0.0507039107021922,0.1362800732857481,0.1546680361353922,0.0183879628496441,0.8845611229566878,0.8781357363481284,-0.0064253866085594,0.4122927739945899,0.4796845848139173,0.0673918108193273,0.0005509218206736,0.0009952957706513,0.0046462562990575,0.0038350034897427,-0.0028397077190913,0.062444620026934,0.0041329536752889,0.0026517509994277,0.0019983210004157,0.0021346326748731,0.0041844941021573,0.0022158197326139,0.0019686743695433,0.0030334245687629,0.0052324827818148,-0.0026416519531465,0.006638293953978,122,102,0.5234375,target_prevalence,0.0018961766803291,0.0054359365944339,-0.0035397599141048,-0.003189733816598,0.0007000521950134,0.0361684912265077,0.0304533246733641,0.0057151665531435,0.9555555555555554,1.0,0.6666666666666666,1.0,0.5777705829875214,0.5617816081747811,3.007882933327032,3.042580886862712,0.0346979535356801,7.916778343997066e-12,False
4,1,0,2026083008,lightgbm,real_2018_50k,TARGET_REAL_2018_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.4066333333333333,0.3777579073135687,0.3905306323339829,0.8828953647035087,0.8824068520251345,-0.0004885126783742,0.8278274401272461,0.8304449813687921,0.4196867631502892,0.4215954563237729,0.0019086931734837,0.1362800732857481,0.1369467636729795,0.0006666903872313,0.8845611229566878,0.8790317087631594,-0.0055294141935283,0.4122927739945899,0.4232713205644361,0.0109785465698461,0.0005509218206736,0.0009952957706513,0.0046462562990575,0.0038350034897427,-0.0028397077190913,0.062444620026934,0.0005169589029128,0.0001566133583464,0.0010548092616573,-0.0005378503587444,0.0001366612699921,0.0006761508147599,-0.0005394895447678,-0.0015112951393309,0.0025452129451566,-0.0009647024551285,0.0030743209784432,152,102,0.40625,target_prevalence,0.0018961766803291,0.0054359365944339,-0.0035397599141048,-0.003189733816598,0.0007000521950134,0.0361684912265077,0.0304533246733641,0.0057151665531435,0.9555555555555554,1.0,0.6666666666666666,1.0,0.5777705829875214,0.5617816081747811,3.007882933327032,3.042580886862712,0.0346979535356801,8.570033571686508e-12,False
5,1,1,2026083008,logistic,nominal_50k,TARGET_NOMINAL_50K,identical_across_target_definitions,90000,30000,60000,256,0.3999333333333333,0.5217666666666667,0.3777579073135687,0.5072176323605221,0.8782943428022731,0.8779726252406945,-0.0003217175615786,0.8165225501581908,0.8749206331645925,0.4277280387536544,0.4838948064248255,0.0561667676711711,0.1385105567817989,0.1580277474049803,0.0195171906231813,0.8795183281903097,0.8742863593775845,-0.0052319688127252,0.4207298193805925,0.4927928346024436,0.0720630152218511,0.0005650545505314,0.001067942269798,-0.0002915415241575,-0.0001348222783565,0.0012027645481546,0.0704687241045735,0.0016574400587037,-0.0003335181737552,-0.0002470269661958,0.0019044670248996,0.0015496528524045,-0.0004303711990683,0.0019800240514728,0.0039569004597543,-0.0006420203423468,0.0036643166684167,-0.0041583706008084,122,102,0.5234375,target_prevalence,0.0018230816577,-6.016537720754389e-05,0.0018832470349076,0.0015430057915311,-0.000680482486753,0.0309480581125917,0.0268443194768237,0.004103738635768,1.0,0.9555555555555554,1.0,1.0,0.5861212920017177,0.7427764085442651,3.512014329480148,3.589075094809794,0.0770607653296457,1.7763568394002505e-15,True
